,# points,Time taken,logZ,logZ_0,logZ_CMB
0,10.0,93.95585322380066,28.830992592986096,33.726256621055875,33.578333732732645
1,50.0,118.75588297843933,161.42782908467873,167.06767856928263,166.78599620178062
2,100.0,155.01475524902344,329.44573080541204,334.7999166587338,335.8770761636907
3,200.0,245.06665015220642,631.3994618753418,637.6206769813616,636.0441041340662
4,500.0,800.5809500217438,1573.4246772062247,1580.3084188795033,1578.8394647925152
5,1000.0,1179.7443413734436,3152.3152067903525,3159.4715853380103,3156.8177482441283
6,2000.0,2724.3682589530945,6390.688925694017,6395.892284154093,6400.300600543445
7,3000.0,3702.0857207775116,9571.502866353954,9573.970802312331,9581.705168992306
