,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,5000000.0,1067.434337146018,1077.2207652433653,1087.1551917579127,0.1595605314016807
1,6000000.0,992.7272496812911,999.1531672355666,1022.7489673448027,0.1643664097573984
2,7000000.0,926.70547165616,933.6923068732885,954.4450332445945,0.16088375586200565
3,8000000.0,1051.2581970609733,1049.8230797641984,1085.6861984368763,0.10885267426391414
4,9000000.0,1092.1349443759784,1133.1360796075649,1241.4988317363075,0.1846154520568212
5,10000000.0,796.5928302708375,872.7660258666384,903.8129093876777,0.18466707423995432
6,11000000.0,1471.642535170172,1582.5612390113074,1643.4344127301365,0.1820115167469724
7,12000000.0,1358.8799165995956,1557.9125334623914,1581.23305385009,0.1719719949824112
8,13000000.0,2148.21047970936,2167.037184050107,2203.376756078245,0.16286021703003664
9,14000000.0,1662.4033861730936,1772.460075995298,1779.9419634752003,0.1808885445584191
10,15000000.0,1771.049100716085,1888.4562040743374,1895.3779830120636,0.17861272279113152
11,16000000.0,1883.2303116044206,1991.8032766311273,2020.6769030344958,0.18672658528714858
12,17000000.0,1768.8205288377992,1944.9760532174862,1952.5800097144431,0.18667922775067897
13,18000000.0,1619.6652079858877,1841.1319208008804,1852.0311162085884,0.1790641828769818
14,19000000.0,1692.218750060054,1858.7266857995944,1876.171525518046,0.18508057055273242
15,20000000.0,2231.8855812022543,2403.114057263493,2412.378588661442,0.18148969998769512
