,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,5000000.0,1196.8541447471755,1251.9093367065698,1254.6866681910408,0.16778561472326373
1,6000000.0,960.8242602281837,997.2871831511198,1004.6541265001586,0.16398562063895397
2,7000000.0,1167.834059872412,1234.2787916345592,1234.7863941661228,0.1701767423516248
3,8000000.0,1358.5070378501114,1474.008546459484,1508.0530107640404,0.1781720795503499
4,9000000.0,1441.3557567123387,1518.3900699500732,1521.8024713580764,0.16614959499985615
5,10000000.0,1298.8988424390059,1428.8338957779833,1442.3742305845738,0.1747684238474866
6,11000000.0,1415.3195157134735,1529.8519036803439,1528.5988200943718,0.17487040763799672
7,12000000.0,1357.2079915695851,1472.5672837629334,1484.4579085600458,0.18584165053710983
8,13000000.0,1643.7351424645558,1847.5067247548127,1845.2100153792767,0.18067980525711305
9,14000000.0,1703.847746284149,1818.0630023118597,1849.9598097481842,0.1815160970697753
10,15000000.0,1709.000060885971,1869.7837835023588,1866.0794334243542,0.17964637681803589
11,16000000.0,1853.1138380438665,2066.3389002451,2082.4001970276195,0.18311890850285245
12,17000000.0,1598.4319477004758,1697.9798031239739,1716.6085637267618,0.17837847133164209
13,18000000.0,1973.06707162789,2163.7007338928593,2205.1670693539695,0.17896507548785023
14,19000000.0,1889.5398795300314,2001.2209330253877,2041.5404587446224,0.1679096560471879
15,20000000.0,1847.3102111592275,1969.4295323301205,2086.3309027045234,0.19249732985652124
