,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-13255.676212392216,-13287.022486580423,-13219.0757908222,0.1832875129910361
1,2000000.0,-11302.630711835658,-11368.818106637395,-11266.147594221753,0.18515740735625366
2,3000000.0,-11168.089420488974,-11171.483861630393,-11158.658491246315,0.17279587741516422
3,4000000.0,-11718.508895249346,-11920.394061048268,-11631.29935424975,0.16326930717556468
4,5000000.0,-10925.934762341067,-11025.676383259306,-10888.765332122091,0.18971127260275
5,6000000.0,-11864.79602720683,-12134.422694187191,-11778.136840760402,0.18695201031779454
6,7000000.0,-11993.73255370121,-12512.561454260685,-11603.679986339588,0.20150677564969835
7,8000000.0,-9498.31842586988,-9824.946363762418,-9405.62258784152,0.19117926310879854
8,9000000.0,-10830.725973838174,-11352.14973018069,-10573.597960331386,0.2052303392068369
9,10000000.0,-11945.77006944881,-12211.03688318417,-11911.826667692641,0.18781859744045368
10,11000000.0,-10044.132987985073,-10522.253452962672,-9892.072675906884,0.20507387583104122
11,12000000.0,-11128.720031977853,-11375.222578608627,-11066.110557992577,0.19782945552864947
12,13000000.0,-10851.054603199984,-11371.088472921683,-10717.563023699768,0.1951450675046275
13,14000000.0,-11031.447468023087,-11766.666912595485,-10725.794494976853,0.20693566750038217
14,15000000.0,-10274.856290180493,-10933.494495455046,-10076.96084182933,0.20472806402711877
15,16000000.0,-12065.488237175023,-12766.979115411626,-11864.588362641192,0.1994930624378999
16,17000000.0,-11354.964570604574,-12034.06463543433,-11198.051181499293,0.19746034497167383
17,18000000.0,-9592.50102630518,-10430.424308406618,-9299.805487082003,0.2030268759319543
18,19000000.0,-11171.024500435235,-11703.278506384208,-11127.268207063402,0.19009452787577813
19,20000000.0,-9624.919859588212,-10491.766355944696,-9363.85539378146,0.20881735419112535
