,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-12994.366483329228,-13009.977171629953,-12963.31575423801,0.17896520652751666
1,2000000.0,-11015.061611313908,-11073.797207345704,-10986.65978012094,0.1756413599815383
2,3000000.0,-11666.57939805104,-11732.829117191826,-11660.087526429052,0.16957736853220673
3,4000000.0,-10777.137412235988,-10939.56647462201,-10731.33321707336,0.18844162010104817
4,5000000.0,-11347.839216309141,-11644.57917377828,-11160.841007924968,0.18943684999220622
5,6000000.0,-10396.702995616732,-10656.629060412768,-10306.555592011706,0.19498279588207265
6,7000000.0,-10535.530522072751,-10829.773006480857,-10359.941771997592,0.20484525995509278
7,8000000.0,-10851.723519704337,-11074.842099095507,-10800.18445650889,0.19287997967394946
8,9000000.0,-11146.292097231655,-11591.778878576855,-10973.372149038501,0.20202195874414314
9,10000000.0,-10595.231628735393,-11008.943747840436,-10475.062164039122,0.20095048456132833
10,11000000.0,-10357.247183893507,-10693.849631293824,-10309.202247174837,0.19354266206732165
11,12000000.0,-10004.020846717527,-10549.280974209152,-9773.333393170984,0.20186572604263944
12,13000000.0,-10060.745712541006,-10483.423933728269,-10007.70831322119,0.1873048702694207
13,14000000.0,-10757.8651702404,-11212.86249220376,-10681.313961591539,0.16193768938667
14,15000000.0,-10123.875495023227,-10733.03053092966,-9975.730453955466,0.19506047692542092
15,16000000.0,-10315.266633731086,-10928.357779862321,-10148.583514572761,0.19609883566789185
16,17000000.0,-10884.53479401973,-11547.895984472254,-10735.636562052661,0.19128894919203027
17,18000000.0,-10622.058139587722,-11259.649889793787,-10424.359492191012,0.19188414080714233
18,19000000.0,-10170.76473746182,-10829.398513450831,-10054.358456847232,0.1889093514687999
19,20000000.0,-10272.143092697512,-11022.769919083858,-10089.10481609332,0.19765427753185058
