,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,500000.0,5249.411819532519,5252.513210569813,5250.157778588384,0.0839970376344787
1,1450000.0,6039.2074834624045,6053.091627961477,6050.5208925514335,0.13413732016965907
2,2400000.0,6467.176459439476,6494.857043728473,6488.912097550846,0.14346109575252725
3,3350000.0,6678.13414992553,6722.331241240246,6715.518603542947,0.15266438020004763
4,4300000.0,6872.292820470911,6909.19236929684,6907.1929990303815,0.15877966713595182
5,5250000.0,7018.441715699472,7086.702781594817,7082.013794996589,0.16029412445966762
6,6200000.0,7174.192080706419,7244.600056546377,7244.9384504335285,0.16204031097775687
7,7150000.0,7204.659646929219,7254.899539141634,7260.9165028474235,0.15648378398736143
8,8100000.0,7333.695538712307,7415.009083229386,7429.372991966086,0.17440235580792482
9,9050000.0,7409.998339847227,7506.7074240111115,7509.280788263292,0.17152770615459395
10,10000000.0,7456.458458161393,7549.103488534914,7561.345937790313,0.17732853578837263
