,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,5000000.0,705.8851948937812,731.0173489289143,750.930866421316,0.16854617636529917
1,6000000.0,954.3049658654031,1028.6662961999211,1049.1779306644148,0.17292075369738852
2,7000000.0,962.7331187345198,1054.7672700676262,1060.762754929949,0.1735937332489451
3,8000000.0,813.9344347347986,926.7638188049411,937.0268331553386,0.18140982249644158
4,9000000.0,1374.6170711155542,1493.2993290950428,1492.3518419738273,0.1727902936647819
5,10000000.0,1553.8600381823715,1670.9451542645868,1668.3635703243647,0.17350762014759039
6,11000000.0,1203.09205121241,1290.4069085695107,1318.9910815425544,0.17627242852369368
7,12000000.0,1276.150415643908,1420.4479288713967,1436.4577277162252,0.18388171574997575
8,13000000.0,1727.1261974378442,1804.695349878182,1821.2246946283708,0.18013464689501357
9,14000000.0,887.053625042056,1102.3598903518073,1093.3982791207839,0.18540986614874239
10,15000000.0,1686.4858994509134,1869.0459627901132,1894.4031715488502,0.18030435891542798
11,16000000.0,1815.2111417537249,1932.7080365977088,1961.426257897648,0.1782466526085735
12,17000000.0,1666.2166715729302,1952.7779281042624,1972.5504594621834,0.18784003717254794
13,18000000.0,1746.1554492227076,1964.39324709086,1965.4420470787418,0.181210987977205
14,19000000.0,1863.6594587357258,2003.519038019474,2022.1189572727335,0.17647668830907495
15,20000000.0,1695.5047490070183,1857.2068249577521,1908.4960766937709,0.19290561776373802
