,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-737.3364512067244,-741.8935953808624,-729.1252489159533,0.0964274461312815
1,2000000.0,190.012887862585,179.8872404098785,192.09174849691573,0.13267700784972977
2,3000000.0,827.7309390126635,909.5725882329007,912.6594785689166,0.17245004463966723
3,4000000.0,711.533994287265,722.7200248726928,727.3203115749235,0.1458826937670672
4,5000000.0,796.5572970999026,881.0163150461494,877.8521181935731,0.1705660656571804
5,6000000.0,662.5564692788204,791.2806122175134,799.6343146492387,0.16964434909661802
6,7000000.0,824.4808541950874,937.690399955575,935.0440883673962,0.17521002801404545
7,8000000.0,1153.9171871613662,1303.6122144151952,1331.601751285741,0.1846282551587788
8,9000000.0,1381.8738848959485,1490.705199564362,1498.687368358578,0.17652215749783756
9,10000000.0,1201.687712286181,1319.9208193948893,1334.601273984352,0.17369737713151476
10,11000000.0,1470.9861885229443,1565.137059978734,1570.2632626442355,0.16590648317975473
11,12000000.0,1168.8856220072964,1250.3648958544695,1266.353693102359,0.17492987615816072
12,13000000.0,1463.1510848561811,1553.4698499356166,1585.2197217524629,0.18172933245808068
13,14000000.0,1280.6760951458525,1497.1754179546374,1502.2405627722496,0.1858176081245536
14,15000000.0,2044.5451599016774,2161.0528900503546,2204.1564017871056,0.18804676856086822
15,16000000.0,1401.161699658659,1534.5152437762774,1555.382587681764,0.18239662920025
16,17000000.0,1896.2688602971743,2031.1525679274575,2040.8997115369202,0.17896772562084992
17,18000000.0,1586.330867403279,1771.212954452939,1791.4411139885979,0.18284700658422262
18,19000000.0,1788.115044619146,1913.1776307100654,1951.6760859977448,0.18591354447930297
19,20000000.0,1979.6293492642385,1979.2576223482529,2052.391398049968,0.171100171227088
