,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-13270.003720130273,-13244.7971923487,-13211.29810196787,0.1779056057926603
1,2000000.0,-11509.927314675177,-11489.715503867204,-11468.802717573793,0.17277408018058668
2,3000000.0,-12517.216357404874,-12615.432091125616,-12504.869674870444,0.17752455297039632
3,4000000.0,-12649.520975543674,-12694.511239730406,-12572.822663403325,0.191733916243358
4,5000000.0,-10280.085888945934,-10259.549066571175,-10196.356723478279,0.18482984388297044
5,6000000.0,-10377.593929324143,-10634.609727733206,-10305.47800367573,0.19444626212102126
6,7000000.0,-11412.613961941426,-11502.454680975368,-11412.467244877891,0.16377179210982618
7,8000000.0,-10478.31580543716,-10593.272365221312,-10447.573819098472,0.187905487518885
8,9000000.0,-10584.648232038842,-10728.606572861852,-10581.996873619253,0.1754920548113015
9,10000000.0,-11202.08971655113,-11340.444701717139,-11110.997550982223,0.19808637123752665
10,11000000.0,-10932.265834812208,-10858.126845688783,-10801.320367017403,0.193363717827549
11,12000000.0,-10511.884101661608,-10526.91555721803,-10139.03389429347,0.2098281040399881
12,13000000.0,-11367.761564109776,-11603.608191030751,-11346.864940535888,0.18913817194881558
13,14000000.0,-10573.343865131683,-10840.55126729385,-10466.774517369808,0.2034480922874571
14,15000000.0,-10825.690491270194,-11055.673834739862,-10792.12302970653,0.19125233882865064
15,16000000.0,-9711.039623981645,-9948.467189530602,-9663.03241815455,0.1982581368010375
16,17000000.0,-9934.322872533061,-9968.875416185214,-9763.069467359846,0.20070748418395765
17,18000000.0,-9915.049514680413,-10107.67864855615,-9869.157181097726,0.19310113960950154
18,19000000.0,-11383.418749161228,-11455.81795331865,-11266.721929873402,0.19418738664392304
19,20000000.0,-9961.548143146832,-10274.574909358516,-9878.902756334235,0.19991954378023796
