,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-11867.468778249162,-11912.815941536852,-11851.691867028769,0.17133292327792096
1,2000000.0,-13002.915298415199,-12920.216011146658,-12870.670262327581,0.14915054834147004
2,3000000.0,-11687.047803982256,-11646.43261359948,-11601.487036906065,0.18182824259479108
3,4000000.0,-10379.293085117713,-10468.453835065464,-10352.889061965436,0.1854912807889586
4,5000000.0,-11590.817588953609,-11696.053485928229,-11551.813271672618,0.19166080135471308
5,6000000.0,-10655.594565448166,-10681.62534764639,-10585.617969458102,0.19345800123275178
6,7000000.0,-11924.615084771765,-12003.826875276633,-11855.57036157546,0.19412065449013916
7,8000000.0,-10214.685823627025,-10299.93918872024,-10091.548285296476,0.201490821920888
8,9000000.0,-10927.492297255723,-10951.83821972801,-10795.131558853534,0.19948050163255418
9,10000000.0,-11537.888758909932,-11532.333441388655,-11478.552066590328,0.17991126563278906
10,11000000.0,-11621.72275217109,-11649.191254315187,-11514.262130803312,0.1946395187494582
11,12000000.0,-11230.114917459678,-11388.963349129092,-11163.95230747694,0.19354519903574513
12,13000000.0,-10010.994253758896,-10261.941890267493,-9958.909444989376,0.19760258326848656
13,14000000.0,-10037.162366700344,-10067.922492914517,-9935.300394680355,0.1955877126404193
14,15000000.0,-10822.699445380666,-11131.796342028118,-10749.944383459679,0.19924495193323008
15,16000000.0,-10840.203538255328,-11049.591298007175,-10752.635299310708,0.19839649873477494
16,17000000.0,-11519.050088129017,-11648.136769763076,-11394.730496884176,0.1993070530530424
17,18000000.0,-10588.941085776283,-10863.520945727138,-10424.475049589917,0.20825571715789828
18,19000000.0,-10811.101773531273,-11063.017600904426,-10478.82106288697,0.21060284238194682
19,20000000.0,-9836.844668282303,-9901.059097426616,-9662.609900318857,0.20097561861008567
