,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-12095.911709121321,-12132.311667092888,-12045.294108187536,0.18389299639081028
1,2000000.0,-13114.041275915279,-13144.389530554141,-13090.805906623982,0.1798159342207316
2,3000000.0,-12528.052053567795,-12633.495882149198,-12477.944593141829,0.18790573140391614
3,4000000.0,-11884.9298415862,-11861.435009337532,-11797.727816380679,0.19346387897642686
4,5000000.0,-10890.417553067846,-10955.514268898,-10844.013361253754,0.18960201132637644
5,6000000.0,-11392.284596451645,-11550.749388554079,-11357.928356078879,0.1924585823704657
6,7000000.0,-10541.75907860109,-10616.974913758442,-10462.160289096895,0.19507591712510736
7,8000000.0,-10918.084539511516,-10989.50045022657,-10826.304063591813,0.19315754910277425
8,9000000.0,-10930.01313905024,-10939.024896523939,-10754.609501312145,0.1963369956408141
9,10000000.0,-11164.698635536059,-11196.114444170214,-11088.323958773923,0.19487162611842324
10,11000000.0,-11229.30535112516,-11157.124908911457,-11058.286255153127,0.19146944474157399
11,12000000.0,-10636.20942703788,-10798.283784359613,-10495.59229855123,0.20456621248452347
12,13000000.0,-12026.39965553759,-12284.3266414355,-11955.482632243145,0.20019645350410412
13,14000000.0,-11274.873903962858,-11568.268839448365,-11067.508198110192,0.206606967451144
14,15000000.0,-10274.22222023597,-10350.624005081483,-10171.134908821903,0.19620556735305253
15,16000000.0,-10863.742748149847,-11011.26678379493,-10797.369379738633,0.1949100244391799
16,17000000.0,-10697.61937910993,-10938.023536629622,-10558.61306883707,0.20372255660774796
17,18000000.0,-11866.951144388357,-11920.315095250433,-11607.967289740413,0.20787080940005614
18,19000000.0,-10369.304153160585,-10604.501405444065,-10127.94670737758,0.21239246899593955
19,20000000.0,-10119.218056875467,-10398.060028688453,-9869.90501225593,0.21245144024625123
