,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-12991.218369605354,-12970.862731059839,-12976.01372517306,0.15904499633441652
1,2000000.0,-11723.487706702743,-11809.904931068335,-11655.429632041734,0.18845052644954574
2,3000000.0,-10963.0385541391,-11023.971620540535,-10959.79410818863,0.17226473158398384
3,4000000.0,-11806.61528338927,-11816.945548551881,-11758.024819381348,0.18326318892099291
4,5000000.0,-9946.72065096956,-10048.252179011082,-9887.488616347167,0.19163170815076072
5,6000000.0,-12541.20970934367,-12550.78469562523,-12431.182596805258,0.19155682918089229
6,7000000.0,-12596.585325057922,-12591.97077705463,-12563.214293170788,0.15217526004774767
7,8000000.0,-9176.514756118058,-9270.9668286735,-9106.179731952203,0.1943440994837724
8,9000000.0,-10643.872948308523,-10714.043756835705,-10544.266012758575,0.1967725358171205
9,10000000.0,-11075.29322442845,-11386.784191718501,-10931.399057231512,0.20620078813762882
10,11000000.0,-9834.995868016513,-9954.424261208418,-9766.081259884075,0.19594509252332276
11,12000000.0,-10622.9082512728,-10786.65016450229,-10504.281707611914,0.20200994903305367
12,13000000.0,-10562.03008300366,-10804.842706324092,-10487.85680808881,0.19863381026480179
13,14000000.0,-9984.695778222318,-10149.816389536229,-9898.74169586711,0.2011674342109226
14,15000000.0,-9545.607260704252,-9882.62831551428,-9478.449303409765,0.20188058706459278
15,16000000.0,-11768.999789595508,-11984.33443850681,-11750.309601899013,0.1898596086574956
16,17000000.0,-10874.2429621838,-11134.67908908723,-10762.546282053627,0.20562856160985113
17,18000000.0,-10358.267164063449,-10507.247405703722,-10231.094029051905,0.2045789561116029
18,19000000.0,-10653.965344924112,-10837.14148146593,-10489.47244698545,0.20558360018049726
19,20000000.0,-9976.959287403735,-10313.741003894764,-9875.696760722043,0.2042620123878548
