,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-12578.907360916288,-12607.88386052276,-12448.763091264089,0.19204916368364058
1,2000000.0,-11789.902584985648,-11725.082390790902,-11686.177994128791,0.18315451461312365
2,3000000.0,-10872.17643989796,-10846.785223200117,-10848.534289061017,0.16972833363538398
3,4000000.0,-11715.727376849503,-11713.187320010147,-11674.035956747128,0.17536995750361853
4,5000000.0,-11464.573413229382,-11438.484998352742,-11397.994298194002,0.1874155824049216
5,6000000.0,-11066.832400450105,-10982.37051140611,-10984.601696165384,0.17584932073387013
6,7000000.0,-11083.880793138633,-11131.56414015859,-10872.340060466287,0.20307377823537795
7,8000000.0,-11030.65549793084,-11181.761046004418,-10937.776553022637,0.20096857854981626
8,9000000.0,-10977.912466531665,-11003.035163627821,-10861.833811068114,0.1930582476273339
9,10000000.0,-11252.66747575673,-11379.882081470176,-11103.771238944097,0.2065569921555642
10,11000000.0,-10808.384305763937,-10869.107910295003,-10773.839528259907,0.179469589576401
11,12000000.0,-12589.6448247357,-12720.874329583805,-12413.68953191256,0.20493605707832718
12,13000000.0,-10083.521534810705,-10308.419704661605,-10065.157253908375,0.18849577860598887
13,14000000.0,-11372.703685352859,-11525.264385481407,-11311.317465928736,0.19751909573097515
14,15000000.0,-11005.36491626333,-11261.43915622657,-10885.932859700524,0.20496326062652753
15,16000000.0,-9643.345752717329,-9663.56222019025,-9505.235487572621,0.19837037968404245
16,17000000.0,-10322.179082986455,-10279.490329214656,-10174.17585574718,0.19491972006278555
17,18000000.0,-9638.653086975599,-9897.93325551519,-9601.566834650524,0.19124772100847823
18,19000000.0,-11332.783368010445,-11339.786271274586,-11213.75041700236,0.19328121958546987
19,20000000.0,-9807.07775015524,-10112.973611288708,-9648.151350952687,0.20678162354837565
