,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,4076.0040484124843,4082.5258095596573,4082.072615057248,0.14655850291662337
1,2000000.0,4639.623672594361,4648.085751916366,4644.654114743838,0.1466601960511724
2,3000000.0,4952.574690133324,4966.206548081015,4963.6065145166585,0.15200751559094824
3,4000000.0,5201.037155238351,5221.443449974355,5221.510509202422,0.16285565509342273
4,5000000.0,5349.266379304055,5374.17049840972,5374.694731081481,0.15997085832340996
5,6000000.0,5432.095762195991,5462.985737458779,5466.2592411607175,0.16256708103867243
6,7000000.0,5595.678224046978,5631.569052232506,5635.4952425732445,0.16540592075101285
7,8000000.0,5654.655416618416,5692.976979900811,5696.150149538404,0.16852312564704205
8,9000000.0,5759.092592457057,5799.644996639992,5803.092049001067,0.16224745993355227
9,10000000.0,5809.324246896475,5866.281353694083,5880.048026352052,0.1773425493400699
10,11000000.0,5901.787022984419,5960.915611426339,5973.767656081464,0.17698715098148946
11,12000000.0,5954.044193878804,6011.408769541378,6019.161830465931,0.1743429259248255
12,13000000.0,6030.845023889485,6096.425884016388,6107.868779103359,0.17888290357057574
13,14000000.0,6070.580019259768,6129.030249158297,6133.6899186773235,0.1718376647818502
14,15000000.0,6147.0202208663595,6224.049782599309,6239.927883450112,0.18038898094119074
15,16000000.0,6117.550642600717,6197.2117379031315,6212.506196960725,0.1785008289963218
16,17000000.0,6203.334578688155,6291.617457492339,6312.108934787532,0.18208462678283072
17,18000000.0,6198.852753339735,6288.878856847246,6309.101624412957,0.18043123771532707
18,19000000.0,6249.0404996009165,6349.109687308278,6373.324803672782,0.18252156695536795
19,20000000.0,6324.771699056828,6416.77909192178,6431.42550275035,0.18255773856855614
