,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,4075.3210124177513,4080.3622650182538,4077.639985844807,0.1218304962911995
1,2000000.0,4641.0332945915225,4643.857003835438,4640.239701562231,0.11262256319103729
2,3000000.0,4906.096908329135,4927.0766010787065,4932.953507245487,0.1632690736773917
3,4000000.0,5153.498418137089,5169.1071233709135,5165.888316112348,0.15671733354842649
4,5000000.0,5324.340621891154,5349.849613957838,5350.739452527486,0.16325079857189187
5,6000000.0,5444.160470846422,5474.968760317451,5477.392699151778,0.16608718697295885
6,7000000.0,5525.139232153591,5566.083261578893,5575.493514282255,0.17159962005881005
7,8000000.0,5652.784644231613,5696.314095490561,5704.395639388207,0.1699568523652106
8,9000000.0,5717.776885193072,5763.576391403279,5770.6935538331745,0.17303713648213617
9,10000000.0,5824.697470153573,5869.250536383166,5871.979875854903,0.17131333328401002
10,11000000.0,5901.455694005793,5954.482973760674,5961.275493216015,0.1724650447869027
11,12000000.0,5940.626373525474,6008.719692410098,6027.250472481376,0.18082311055312392
12,13000000.0,6059.2917352874765,6122.846466413168,6134.05292264628,0.1809516690144562
13,14000000.0,6014.070808133647,6085.648209832227,6100.037521907197,0.17644468957308931
14,15000000.0,6039.499470677091,6123.134862237336,6145.338179471936,0.1831115229817783
15,16000000.0,6186.087036137424,6271.612693470876,6291.891732800589,0.1837969749185691
16,17000000.0,6174.586332053629,6270.175922101993,6299.377216843685,0.18089237381235582
17,18000000.0,6133.923433201826,6237.995008499598,6270.889561138031,0.1852607605747265
18,19000000.0,6277.431107053602,6363.061344044869,6376.89173167646,0.1830495850195872
19,20000000.0,6281.268759437414,6388.575356801276,6417.277338962977,0.18336283955215313
