,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,500000.0,5207.409072552004,5201.4188123058675,5204.888609940912,0.12019875990904105
1,1450000.0,6079.4146121580225,6082.454580451975,6084.021492850884,0.09634969856675168
2,2400000.0,6440.485050949235,6421.184911542475,6445.350706324164,0.1433768957880131
3,3350000.0,6677.409008221373,6669.125542984829,6690.468175399527,0.15812430107952608
4,4300000.0,6915.05185366884,6861.313004176924,6923.633098929066,0.15773735374407913
5,5250000.0,7010.074425355875,6973.724307658662,7029.371091433206,0.1655374332887777
6,6200000.0,7164.234731976205,7126.494470777398,7190.922484153899,0.16826034140740806
7,7150000.0,7277.051269650211,7235.349536378424,7300.793779218281,0.16674006554824916
8,8100000.0,7352.4629575006675,7312.371735880647,7386.249127784676,0.1759102524379836
9,9050000.0,7408.086046143929,7349.179478479832,7465.24059465078,0.17871840226514998
10,10000000.0,7472.43628754845,7423.382884566898,7512.55142593844,0.17355816251969708
