,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,500000.0,5251.814361242439,5256.585286417331,5253.954529053621,0.11630711257043588
1,1450000.0,6095.85794094822,6102.223072121645,6102.004936745037,0.13180520976578153
2,2400000.0,6443.24687145225,6473.473930885081,6467.166985798589,0.14724471197259006
3,3350000.0,6719.0088846284625,6734.797252217207,6735.0595485307595,0.14702035712783393
4,4300000.0,6838.542663922879,6895.279884358231,6892.761136211283,0.16388773424470734
5,5250000.0,7019.175256059323,7034.335760071666,7045.763098941706,0.1546482585850776
6,6200000.0,7144.056553412928,7195.8588555830065,7195.468806862356,0.16300812795297348
7,7150000.0,7199.964501419083,7266.01154666627,7275.302916871993,0.17233202661354016
8,8100000.0,7341.342746869341,7415.770444820836,7424.274332930923,0.16612104450410736
9,9050000.0,7415.443427319987,7459.2899800814275,7471.52974325072,0.1651423258298379
10,10000000.0,7426.472427143279,7516.294900504145,7516.598841583678,0.17010243198509573
