-2.424909345810745798e+00 4.224130389973944411e+00
-2.182144020555892627e+00 4.461415453718895030e+00
-2.519477860193124030e+00 4.019581150232464317e+00
-2.110947849406932697e+00 5.099804250514563542e+00
-2.281843752908616629e+00 4.144291174649166187e+00
-2.103510068463833260e+00 5.206894472299134158e+00
-2.567966584389555607e+00 3.711183675150231398e+00
-2.113929215803677764e+00 4.390560359363626652e+00
-2.114632126561853287e+00 4.858708535989972432e+00
-2.696276082334737367e+00 3.607511694765733523e+00
-2.265822967997753068e+00 4.574381402323035140e+00
-2.562119959025631832e+00 4.154344903175084980e+00
-2.154572335789480597e+00 4.453834651200130779e+00
-2.281436211110237089e+00 4.586223570868017241e+00
-2.557341306175190176e+00 3.985184550411960291e+00
-2.298483922575634608e+00 4.355642534074544159e+00
-2.417367343076275876e+00 4.322788764856059451e+00
-2.456742479611991659e+00 4.115223841331018484e+00
-2.559552625884477184e+00 4.051748548461974408e+00
-2.322858545781484541e+00 4.320481401962833701e+00
-2.616866763722560663e+00 3.467337743538369210e+00
-1.629327307626625032e+00 5.913766497173055470e+00
-2.261921841964154023e+00 4.175681742352311154e+00
-2.192595869829331079e+00 4.750331396190881073e+00
-2.689769386941979867e+00 3.760326774185426935e+00
-2.261725318623684089e+00 4.724508567304974704e+00
-2.284597166967354376e+00 4.250321939949921912e+00
-2.579292922392316001e+00 3.685623729322186737e+00
-2.620479427841538200e+00 3.973371795604001999e+00
-2.280186234193171124e+00 4.215830466539894239e+00
-2.445211543332223680e+00 4.117805411473515420e+00
-2.674817556416373865e+00 3.569037000874513144e+00
-2.439199847295574042e+00 4.228507724569243287e+00
-2.018242738324966368e+00 4.718127845912463592e+00
-2.119121109576265649e+00 4.784327828206738964e+00
-2.378076386616462479e+00 4.417619334137214082e+00
-2.413273942894388568e+00 3.609886620822781111e+00
-2.564551127086827975e+00 3.903179424067543035e+00
-2.434810707638578542e+00 4.593584859093549966e+00
-2.542238249918318260e+00 4.179754215080206947e+00
-1.733962287777359279e+00 5.734084096106189854e+00
-2.481422368590437966e+00 3.971846268446214800e+00
-2.359768890135993669e+00 4.545726861474493674e+00
-1.524303698197884582e+00 5.981950734646104273e+00
-1.954519655583913273e+00 4.684670801306634047e+00
-1.903741332332346659e+00 5.080141053326915568e+00
-2.268399563396056529e+00 4.381017802192685551e+00
-2.860905414055019857e+00 3.776288649419671017e+00
-2.448145589034524061e+00 3.941460565270741956e+00
-1.633557185722038785e+00 5.883261504261847463e+00
-1.760153531200264299e+00 5.173404689593978922e+00
-2.231398592320608998e+00 4.459195173436421022e+00
-1.959724130881705939e+00 5.432116763780969748e+00
-2.102661934952529066e+00 4.883721136242789918e+00
-2.332486469579107879e+00 4.231393101681654834e+00
-2.512701849737865256e+00 4.175792958945839572e+00
