-2.101333886545622143e+00 4.140686059477355130e+00
-2.038913640302669972e+00 4.274866995684324600e+00
-1.826357264502838085e+00 4.754946507380048537e+00
-1.966284001089270150e+00 4.522596459771663469e+00
-1.976021444310101183e+00 4.539856015834144998e+00
-2.078486320749415750e+00 4.075478837031881518e+00
-1.885660053458176222e+00 4.559522556842543040e+00
-1.805132267040226113e+00 4.722622684529642179e+00
-2.064179215082431185e+00 4.398216131486349489e+00
-1.797130104987343380e+00 4.865229861283974166e+00
-1.943143393010770659e+00 4.759097804314670555e+00
-1.884149727283553455e+00 4.573392161256241373e+00
-1.885541758294811299e+00 4.629388602060911850e+00
-1.991845553709558736e+00 4.496022135228710859e+00
-2.062037984374233357e+00 4.270679470610156514e+00
-2.227905462183885188e+00 4.094573614227462244e+00
-1.714169333561514907e+00 4.925445459111622348e+00
-1.942223855872802885e+00 4.415749801915842099e+00
-1.567667932900246530e+00 5.643293644157834521e+00
-1.998380425095851010e+00 4.323923907250133425e+00
-2.134715025530858235e+00 4.168628040054850104e+00
-1.890351928749498533e+00 4.712027653639589531e+00
-1.994640083244738626e+00 4.485347662106745403e+00
-2.001832416977954221e+00 4.339901151803915447e+00
-1.998475209779001727e+00 4.407761707470690737e+00
-1.622262491235311410e+00 5.180803911836335374e+00
-1.792965675793782632e+00 4.676546728041002687e+00
-1.975761682644088246e+00 4.332910415945624649e+00
-2.029136317877347384e+00 4.341314785252353481e+00
-2.070343539133706390e+00 4.300120830210645728e+00
-1.962461264464824051e+00 4.326502401991254132e+00
-2.105234043550575862e+00 4.362838565024654613e+00
-1.906617609867551577e+00 4.429290344858446637e+00
-1.885648007611236743e+00 4.586776896318135677e+00
-1.974578569442633880e+00 4.602111235662611044e+00
-1.731049407064982004e+00 4.802105408979866930e+00
-1.894912557426789768e+00 4.522822146839708068e+00
-2.052444860536511317e+00 4.258395399426986749e+00
-1.727020102990989070e+00 5.076797947559299473e+00
-1.950772726722300954e+00 4.500084208405793262e+00
-1.863709726511316500e+00 4.537119292830159800e+00
-1.888996994439459343e+00 4.789179345621752404e+00
-1.844921759662033978e+00 4.837825567409979932e+00
-1.962796377267123304e+00 4.342723150890180683e+00
-1.697163106057506754e+00 5.018070593197323070e+00
-1.937921085364732621e+00 4.513414050547206458e+00
-1.805163424115428406e+00 4.777794983146354646e+00
-1.707770141008597253e+00 5.036259467057924155e+00
-2.150717947300006649e+00 4.248082727429397742e+00
-2.085345990936981142e+00 4.257159386366795140e+00
-2.091968390276099932e+00 4.301208650542058365e+00
-2.028476604367522196e+00 4.432778805811571132e+00
-2.047932379209387310e+00 4.248725761677560442e+00
-2.078928331158137688e+00 4.232989464070595176e+00
-2.123461771323959635e+00 4.226153890638498112e+00
-1.841547066501156404e+00 4.670630255194413216e+00
-1.986134761506241464e+00 4.197100099729389022e+00
-1.875078708915634662e+00 4.733724370557249372e+00
-2.063689156521555379e+00 4.446241351274927922e+00
-1.696476428494135158e+00 5.006823685997844109e+00
-2.023520139350524438e+00 4.281948471028146130e+00
-2.110093133260733111e+00 4.255394624694534222e+00
-1.796656646524948719e+00 4.757058236302827758e+00
-1.981590176155505256e+00 4.446760342347007011e+00
-1.964968068175615201e+00 4.443373015959875438e+00
-1.882825155047400445e+00 4.658538829457822494e+00
-1.736806674908426995e+00 5.157404398976826343e+00
-2.078298978609747660e+00 4.349487979419802031e+00
-2.107657826472753015e+00 4.259912291624358360e+00
-2.023828648084536219e+00 4.472384233272091336e+00
-1.893721860172865590e+00 4.389219274281473737e+00
-2.042551913059611479e+00 4.177609347170566423e+00
-2.023613174480738408e+00 4.345957850817166346e+00
-1.846409272531614354e+00 4.802798935286537230e+00
-1.893547310945305595e+00 4.687165844866635567e+00
-2.194767083966889132e+00 3.915127359567584620e+00
-2.139331049433631282e+00 4.210890857150839217e+00
-1.928139737061946191e+00 4.836125941170511311e+00
-2.128745863559821316e+00 4.130758041868249464e+00
-2.017662498102950508e+00 4.206732561998177466e+00
-1.962443824622186916e+00 4.554259960420215414e+00
-2.060256119060161595e+00 4.311529011110012632e+00
-1.986201385609727810e+00 4.525713094303334572e+00
-2.105553001104537802e+00 4.312497529389411888e+00
-1.678581717660625028e+00 5.173006536054610471e+00
-2.195399755295817990e+00 3.910111730094193661e+00
-1.767467613737551568e+00 4.967396649363887029e+00
-2.106048479811124530e+00 4.146826552332944615e+00
-1.884195855145984755e+00 4.504827925199109018e+00
-2.045897727448630743e+00 4.358270175089375087e+00
-1.886502217932692460e+00 4.481309201374872764e+00
-1.762159122166055525e+00 4.921780901149372944e+00
-1.755310920834003863e+00 5.098206046387210755e+00
-1.884185990151332923e+00 4.662603583856093969e+00
-2.106050520877352561e+00 4.360698990893584259e+00
-1.774906635626302798e+00 4.932679332268219419e+00
-2.010098359982186444e+00 4.345522188979366263e+00
-1.887152056591522964e+00 4.800456041034854238e+00
-2.099751428985226376e+00 4.224334254260069699e+00
