,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,4086.199567478632,4090.2955030951853,4087.9678542842867,0.12182836033109361
1,2000000.0,4640.205736983873,4651.557341112229,4651.779261315957,0.14295351363122594
2,3000000.0,4956.397910559493,4970.712991419682,4969.57410299509,0.146217490117791
3,4000000.0,5121.432381101965,5145.044762510905,5148.378774604008,0.1617907249216629
4,5000000.0,5382.12734955875,5400.392423950112,5399.7815039320985,0.16337297986294794
5,6000000.0,5473.349358501982,5498.638378142344,5502.248715288218,0.16412243917734357
6,7000000.0,5534.649600480693,5570.411934782687,5575.528557702146,0.16949210632076533
7,8000000.0,5673.678185610313,5709.620302156669,5715.6444197753235,0.1664693068358841
8,9000000.0,5763.874772463069,5807.355188486859,5819.495851068969,0.17019635738731145
9,10000000.0,5791.815178906468,5840.039611469787,5848.339353575473,0.17100472942623757
10,11000000.0,5913.729815334482,5965.535387355248,5973.55931390938,0.17612173033556824
11,12000000.0,5968.970371684047,6023.473654903894,6031.773810557268,0.17440011531688446
12,13000000.0,5968.720266745551,6028.9252599745805,6040.077463361548,0.18238867578669227
13,14000000.0,6058.179439823616,6132.429240267392,6154.674973148672,0.18066840992554792
14,15000000.0,6062.098523184649,6138.595007936556,6159.906505171251,0.18295090004254597
15,16000000.0,6146.665868957398,6231.841544935355,6259.075408313288,0.18262275162026245
16,17000000.0,6175.864010724799,6251.088237559867,6274.7331810108935,0.18158243689810172
17,18000000.0,6221.383546024776,6307.786723050941,6327.889379026828,0.17903222748366512
18,19000000.0,6251.624056368964,6331.832960986543,6349.316991997108,0.18087557868700188
19,20000000.0,6292.215365847689,6363.539987907232,6372.6797373814115,0.17494159753451724
