,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,-865.5886529324769,-876.6682318845111,-844.7479757187068,0.17461200444198505
1,2000000.0,296.7006215279793,324.0170787285922,330.73021616747246,0.17774910652151238
2,3000000.0,452.41292481995214,443.1996844973513,454.57827153089613,0.16355579442332954
3,4000000.0,631.0515294769664,652.5753126838337,660.442396887024,0.17592461948303256
4,5000000.0,678.4367346947806,757.2931354254853,749.3442384870855,0.18375791505194944
5,6000000.0,916.475124165862,974.123566012262,974.2905927944679,0.17152460678308817
6,7000000.0,792.8287176371435,883.946415927848,878.2303224466123,0.19117942429602497
7,8000000.0,1397.7098922922908,1468.4622715962028,1506.4430842084682,0.19777466705909424
8,9000000.0,1602.5302990730977,1692.5261879347038,1711.7589329678165,0.18227069954085076
9,10000000.0,1106.5779352603697,1260.851334809884,1294.724144895385,0.19567152630540252
10,11000000.0,1318.675785996607,1527.471217884999,1541.5077078221084,0.20426701357105728
11,12000000.0,1694.5358759209248,1859.3750779949144,1892.193661586452,0.20014823250991473
12,13000000.0,1630.910556309427,1782.177174107877,1783.5527749313928,0.19735748103522746
13,14000000.0,1588.0877769128542,1720.5673462188179,1727.5468393043368,0.19585947638187667
14,15000000.0,1294.0985929445335,1448.2899503583938,1468.6358617269689,0.19905672374491115
15,16000000.0,1601.043894536537,1673.3894659418904,1726.5552067509166,0.17801944767860217
16,17000000.0,1728.7998778930905,1935.5329907782427,1949.467861462672,0.19688710070766147
17,18000000.0,1274.0717145929423,1575.7841617983536,1602.8249788778448,0.20771368531815393
18,19000000.0,1824.5294986421698,1966.1822424298052,1995.4484505832286,0.1956575354000766
19,20000000.0,1686.44726336202,1793.0912590202388,1831.8042728767316,0.19242197300812575
