,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,4090.402765043786,4092.629601741417,4089.236996249316,0.10927969009768208
1,2000000.0,4664.3454864789555,4668.780991754724,4665.125111864837,0.11834634912322071
2,3000000.0,4932.331902806835,4940.161721449805,4939.222892283358,0.13639371308474033
3,4000000.0,5112.971893576903,5123.034144957497,5118.250851925155,0.13646086319115075
4,5000000.0,5336.998800529165,5339.168629816749,5336.614047645615,0.15063978797961425
5,6000000.0,5507.729942480582,5519.88954550836,5514.338511448805,0.15458578770068418
6,7000000.0,5572.877749629713,5579.281124026356,5575.114717111993,0.13909703687330405
7,8000000.0,5757.253776743989,5763.0355740086425,5759.579903779098,0.13217084177588717
8,9000000.0,5766.400154844314,5771.376813982356,5769.132617514784,0.16171578500299094
9,10000000.0,5818.979221272469,5821.487986959291,5820.375976189732,0.12929652491161267
10,11000000.0,5857.0718619054605,5870.909443508405,5868.0283532533,0.1614582465285069
11,12000000.0,6020.024669999423,6033.876635919505,6038.31440287336,0.1638296828271607
12,13000000.0,6051.4534547022895,6073.240266376649,6067.2474553289585,0.1689793036412453
13,14000000.0,6136.630456520271,6146.509293770525,6143.059780043753,0.14663853671257887
14,15000000.0,6187.317968192127,6200.535839350357,6197.5262446389725,0.14969871738180915
15,16000000.0,6233.003357615045,6249.780612152935,6244.321444866949,0.16448044997487798
16,17000000.0,6265.288567344759,6288.820504910869,6285.386924241956,0.16775948261862297
17,18000000.0,6296.770438005001,6309.775096143283,6307.424152607515,0.17200723512633503
18,19000000.0,6380.195773551839,6403.7208705824,6398.7180735414495,0.17330960466646972
19,20000000.0,6418.793891611726,6439.390062018165,6434.0928475217315,0.1626935818568712
