,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,4091.1566964787394,4091.5049149719216,4089.1143081242863,0.07867374436726299
1,2000000.0,4689.415178635945,4690.523154193838,4687.826485611583,0.10786572447880015
2,3000000.0,4955.501437468856,4957.80728607426,4956.053182763402,0.12661135205106183
3,4000000.0,5153.325102146931,5155.516589076386,5152.52075970538,0.11295709555973416
4,5000000.0,5358.281871806071,5363.823582003617,5359.707263967991,0.13098825329204572
5,6000000.0,5495.212878472638,5505.5811041700745,5501.776696275699,0.14541043446810345
6,7000000.0,5643.434250684358,5645.9365734313105,5643.06057102695,0.14206328738809718
7,8000000.0,5679.741458047823,5688.001187747557,5686.067767979987,0.15128009099246983
8,9000000.0,5782.613045410395,5779.067302510655,5780.64558661409,0.14182841915343747
9,10000000.0,5839.44131459943,5849.863379761973,5845.620717254415,0.15284163747202148
10,11000000.0,5911.109952542094,5936.379933498461,5931.227921633857,0.1600612024074963
11,12000000.0,6080.085770819196,6097.4346827560075,6092.616657563884,0.16985476140607023
12,13000000.0,6032.331109535114,6030.253757430984,6032.2095241600255,0.14406127185316472
13,14000000.0,6178.3097601691925,6172.363226306433,6177.665193078153,0.12763632213258655
14,15000000.0,6124.622028206658,6132.47302389604,6132.043609431626,0.16023704617154474
15,16000000.0,6210.121469125113,6216.949047959732,6216.307409190927,0.15743506071049748
16,17000000.0,6299.0547321109425,6316.729268647874,6312.968972369105,0.1635738699244306
17,18000000.0,6341.663461489717,6363.35918332887,6361.518933503822,0.14336926055694393
18,19000000.0,6303.153159702826,6335.37028860784,6329.829564458732,0.160575371172396
19,20000000.0,6342.704858557433,6366.001648549973,6364.113753951207,0.17292186195229511
