,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,500000.0,5245.3227196485595,5242.643186349189,5243.249373953873,0.08713465652993556
1,1450000.0,6080.156859987206,6073.538592269661,6080.913521637589,0.12477952783171593
2,2400000.0,6463.656896866945,6456.45886799562,6470.725566132296,0.1476486588222416
3,3350000.0,6684.394264052859,6649.1930578323045,6703.54500992899,0.16408184081903612
4,4300000.0,6929.841744487104,6908.576019598927,6944.5640132911585,0.16451992801665613
5,5250000.0,6996.457602397663,6951.194905619447,7005.855901981747,0.15541156020707556
6,6200000.0,7160.237056138576,7095.521289834007,7173.183432694819,0.16343403043764862
7,7150000.0,7232.643170715931,7158.262415095896,7260.468339079993,0.17025593439292955
8,8100000.0,7379.738891348443,7332.744136728647,7414.544186251628,0.17473526427420996
9,9050000.0,7447.997186894107,7372.317085298025,7486.383507926907,0.17731956471399654
10,10000000.0,7517.18006319182,7460.085852040051,7586.770959634166,0.18231227833246136
