,Points,ln(Z_0),ln(Z_CMB),ln(Z),ln(Z_err)
0,1000000.0,4079.4744791030785,4079.9513700678494,4077.612213941919,0.0969152852609988
1,2000000.0,4636.6154168568855,4636.2625637749115,4634.759554074604,0.13077328505707558
2,3000000.0,4960.864731979104,4966.007700465451,4961.179411149337,0.13315854923187354
3,4000000.0,5173.768192043608,5180.712953928573,5175.637703969252,0.14813584585736453
4,5000000.0,5336.631677531071,5344.42374383745,5339.157148907701,0.15074361787868099
5,6000000.0,5460.125213688101,5464.089273701472,5460.520527622165,0.14072719365086364
6,7000000.0,5625.765418633274,5632.754997131354,5627.853576452711,0.14686229351001437
7,8000000.0,5687.171542921137,5694.420392960724,5691.821189009079,0.15023706632961142
8,9000000.0,5802.662008755104,5813.595875492996,5810.067916739699,0.14226913400542376
9,10000000.0,5894.82289463932,5912.48193362769,5906.545183679836,0.1529141035052817
10,11000000.0,5968.964995483772,5972.992841519076,5971.143095453048,0.13675260345843607
11,12000000.0,5971.565492847801,5989.490427243563,5983.123684496224,0.15806104749322963
12,13000000.0,6054.907112930351,6066.821067989821,6066.155886959334,0.15407136783714506
13,14000000.0,6164.650456396549,6174.081301698578,6174.230351308738,0.1650766705743174
14,15000000.0,6189.970987830992,6196.294509213866,6196.777803016704,0.15219307493200643
15,16000000.0,6269.369196200052,6268.2260417570415,6275.161185953288,0.14768594391444478
16,17000000.0,6318.233846925014,6334.996891036352,6337.374479907135,0.1668621452483528
17,18000000.0,6345.532742178314,6345.866886895336,6350.603971455399,0.15872351535440957
18,19000000.0,6355.362825818364,6365.455794458562,6365.2690025680095,0.16340253422282527
19,20000000.0,6335.698624201296,6361.847020280289,6357.376158359486,0.17052669134304418
